Bdataset_number/I:physics_short/C:crossSection_pb/D:kFactor/D:genFiltEff/D:crossSectionTotalRelUncertUP/D
#1;95;0cid/I:name/C:xsec/F:kfac/F:eff/F:relunc/F
# cross-sections are in pb
# DSID	xsec	           k-fac	   eff		      rel. unc.
##########################################################################################################################
# ttbar
363371   11.072            0.9751          2.2588E-01         0.0    
363372   11.06             0.9751          1.4666E-01         0.0    
363373   0.8336            0.9751          6.0007E-01         0.0    
363374   0.83061           0.9751          2.4468E-01         0.0    
363375   0.83181           0.9751          1.5792E-01         0.0    
363376   0.052951          0.9751          5.8811E-01         0.0    
363377   0.05287           0.9751          2.6865E-01         0.0    
363378   0.053264          0.9751          1.7056E-01         0.0    
363379   0.0095435         0.9751          5.8042E-01         0.0    
363380   0.0095439         0.9751          2.6373E-01         0.0    
363381   0.0095915         0.9751          1.6149E-01         0.0    
363382   0.0012698         0.9751          5.6703E-01         0.0    
363383   0.0012643         0.9751          2.8181E-01         0.0    
363384   0.0012534         0.9751          1.5655E-01         0.0    
363385   4.9609e-06        0.9751          6.0511E-01         0.0    
363386   5.0295e-06        0.9751          2.8081E-01         0.0    
363387   4.7821e-06        0.9751          1.7429E-01         0.0    
363388   2076.4            0.9751          8.1081E-01         0.0    
363389   2079.1            0.9751          1.1930E-01         0.0    
363390   2075.8            0.9751          6.9999E-02         0.0    
363391   71.681            0.9751          6.7023E-01         0.0    
363392   71.655            0.9751          2.0253E-01         0.0    
363393   71.741            0.9751          1.2941E-01         0.0    
363394   11.036            0.9751          6.2887E-01         0.0    
363395   11.051            0.9751          2.2608E-01         0.0    
363396   11.08             0.9751          1.4779E-01         0.0    
363397   0.83477           0.9751          6.0091E-01         0.0    
363398   0.8314            0.9751          2.4759E-01         0.0    
363399   0.8328            0.9751          1.5715E-01         0.0    
363400   0.053188          0.9751          5.8820E-01         0.0    
363401   0.053194          0.9751          2.4890E-01         0.0    
363402   0.053001          0.9751          1.6130E-01         0.0    
363403   0.0096374         0.9751          5.8039E-01         0.0    
363404   0.009431          0.9751          2.6378E-01         0.0    
363405   0.0096257         0.9751          1.6166E-01         0.0    
363406   0.0012529         0.9751          5.8619E-01         0.0    
363407   0.0012196         0.9751          2.6969E-01         0.0    
363408   0.0012383         0.9751          1.6187E-01         0.0    
363409   4.7396e-06        0.9751          5.8006E-01         0.0    
363410   4.874e-06         0.9751          5.3433E-01         0.0    
363411   4.8357e-06        0.9751          1.7446E-01         0.0    
363412   11224.0           0.9728          8.1089E-01         0.0    
363413   11229.0           0.9728          1.1740E-01         0.0    
363414   11228.0           0.9728          7.1819E-02         0.0    
363415   403.31            0.9728          6.6943E-01         0.0    
363416   403.62            0.9728          2.0054E-01         0.0    
363417   403.74            0.9728          1.3133E-01         0.0    
363418   62.127            0.9728          6.2785E-01         0.0    
363419   62.131            0.9728          2.2397E-01         0.0    
363420   62.241            0.9728          1.4893E-01         0.0    
363421   4.6322            0.9728          6.0019E-01         0.0    
363422   4.6151            0.9728          2.4388E-01         0.0    
363423   4.622             0.9728          1.5749E-01         0.0    
363424   0.28825           0.9728          5.8451E-01         0.0    
363425   0.28848           0.9728          2.5687E-01         0.0    
363426   0.28844           0.9728          1.6036E-01         0.0    
363427   0.05102           0.9728          5.8752E-01         0.0    
363428   0.051361          0.9728          2.7105E-01         0.0    
363429   0.051499          0.9728          1.6056E-01         0.0    
363430   0.0066978         0.9728          5.8200E-01         0.0    
363431   0.0066711         0.9728          2.7083E-01         0.0    
363432   0.006645          0.9728          1.7833E-01         0.0    
363433   2.4506e-05        0.9728          5.7361E-01         0.0    
363434   2.4924e-05        0.9728          2.6532E-01         0.0    
363435   2.443e-05         0.9728          5.3827E-01         0.0    
########
# Sherpa
# (same 
364102   1981.6            0.9751          6.5740E-02         0.0    
364105   108.98            0.9751          1.2052E-01         0.0    
364108   39.892            0.9751          1.5628E-01         0.0    
364111   8.5276            0.9751          1.7657E-01         0.0    
364112   1.7871            0.9751          1.0000E+00         0.0    
364113   0.14758           0.9751          1.0000E+00         0.0    
364116   1982.1            0.9751          6.5757E-02         0.0    
364119   110.49            0.9751          1.1970E-01         0.0    
364122   40.673            0.9751          1.5320E-01         0.0    
364125   8.6821            0.9751          1.7627E-01         0.0    
364126   1.8098            0.9751          1.0000E+00         0.0    
364127   0.1487            0.9751          1.0000E+00         0.0    
364130   1982.1            0.9751          6.5759E-02         0.0    
364133   110.65            0.9751          0.110886           0.0    
364136   40.761            0.9751          1.5685E-01         0.0    
364139   8.6725            0.9751          1.7639E-01         0.0    
364140   1.8079            0.9751          1.0000E+00         0.0    
364141   0.14823           0.9751          1.0000E+00         0.0    
364144   10705.0           0.9728          6.7425E-02         0.0    
364147   607.97            0.9728          0.119550           0.0    
364150   222.37            0.9728          1.5813E-01         0.0    
364153   47.421            0.9728          1.8047E-01         0.0    
364154   9.9101            0.9728          1.0000E+00         0.0    
364155   0.818             0.9728          1.0000E+00         0.0    
364101   1982.1            0.9751          1.1356E-01         0.0    
364104   108.94            0.9751          1.9588E-01         0.0    
364107   39.857            0.9751          2.3545E-01         0.0    
364110   8.5261            0.9751          2.6632E-01         0.0    
364115   1981.7            0.9751          1.1405E-01         0.0    
364118   110.45            0.9751          1.8697E-01         0.0    
